"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0033044 regulation of chromosome organization",0.00323944220923419,2.88500931253276,0.00323944220923419,0.01782765878062,21,0.00323944220923419,"GO:0033044 regulation of chromosome organization","bp"
"GO:0044085 cellular component biogenesis",0.00333320135876956,2.73022110295229,0.00333320135876957,0.0182831044827559,168,0.00333320135876956,"GO:0044085 cellular component biogenesis","bp"
"GO:0010941 regulation of cell death",0.00340856068133824,2.72588902735118,0.00340856068133824,0.0186349600407374,141,0.00340856068133824,"GO:0010941 regulation of cell death","bp"
"GO:0002700 regulation of production of molecular mediator of immune response",0.00345007851130565,2.8923111031419,0.00345007851130565,0.0188000999534098,18,0.00345007851130565,"GO:0002700 regulation of production of molecular mediator of immune response","bp"
"GO:2000107 negative regulation of leukocyte apoptotic process",0.00349821490449977,2.9914991002561,0.00349821490449977,0.0190001084028713,13,0.00349821490449977,"GO:2000107 negative regulation of leukocyte apoptotic process","bp"
"GO:0065003 protein-containing complex assembly",0.00359858886161844,2.71797580342556,0.00359858886161845,0.0194816113615956,93,0.00359858886161844,"GO:0065003 protein-containing complex assembly","bp"
"GO:1903038 negative regulation of leukocyte cell-cell adhesion",0.0037051210202038,2.82725860420245,0.0037051210202038,0.0199932179726582,21,0.0037051210202038,"GO:1903038 negative regulation of leukocyte cell-cell adhesion","bp"
"GO:0050707 regulation of cytokine secretion",0.00379158197169184,3.08780056511431,0.00379158197169183,0.0203935574011386,11,0.00379158197169184,"GO:0050707 regulation of cytokine secretion","bp"
"GO:0009653 anatomical structure morphogenesis",0.00395254970355972,2.66877031347182,0.00395254970355973,0.0211907664752138,213,0.00395254970355972,"GO:0009653 anatomical structure morphogenesis","bp"
"GO:0022607 cellular component assembly",0.00398489692695513,2.6695764989604,0.00398489692695513,0.0212954941884226,167,0.00398489692695513,"GO:0022607 cellular component assembly","bp"
"GO:0001913 T cell mediated cytotoxicity",0.00401225110484166,2.98201222296886,0.00401225110484166,0.0213729530007912,12,0.00401225110484166,"GO:0001913 T cell mediated cytotoxicity","bp"
"GO:0046635 positive regulation of alpha-beta T cell activation",0.00405768650679438,2.81968125881739,0.00405768650679439,0.0214850489560065,18,0.00405768650679438,"GO:0046635 positive regulation of alpha-beta T cell activation","bp"
"GO:0001774 microglial cell activation",0.00408500329127439,2.93225915663302,0.0040850032912744,0.0214850489560065,12,0.00408500329127439,"GO:0001774 microglial cell activation","bp"
"GO:0002269 leukocyte activation involved in inflammatory response",0.00408500329127439,2.93225915663302,0.0040850032912744,0.0214850489560065,12,0.00408500329127439,"GO:0002269 leukocyte activation involved in inflammatory response","bp"
"GO:0061900 glial cell activation",0.00408500329127439,2.93225915663302,0.0040850032912744,0.0214850489560065,12,0.00408500329127439,"GO:0061900 glial cell activation","bp"
"GO:0007010 cytoskeleton organization",0.0041597931174573,2.66040102464117,0.00415979311745729,0.0217897897718857,124,0.0041597931174573,"GO:0007010 cytoskeleton organization","bp"
"GO:0050793 regulation of developmental process",0.00416916555202145,2.64931914421244,0.00416916555202145,0.0217897897718857,235,0.00416916555202145,"GO:0050793 regulation of developmental process","bp"
"GO:0002698 negative regulation of immune effector process",0.00423528212864292,2.80374644713603,0.00423528212864292,0.0220659526576945,18,0.00423528212864292,"GO:0002698 negative regulation of immune effector process","bp"
"GO:0042127 regulation of cell population proliferation",0.00425913937253785,2.64528077442779,0.00425913937253786,0.0220856221219071,182,0.00425913937253785,"GO:0042127 regulation of cell population proliferation","bp"
"GO:0045580 regulation of T cell differentiation",0.00426563459755246,2.76054130240123,0.00426563459755246,0.0220856221219071,22,0.00426563459755246,"GO:0045580 regulation of T cell differentiation","bp"
"GO:0044260 cellular macromolecule metabolic process",0.00429186659704973,2.63443223721769,0.00429186659704973,0.0221524294543374,419,0.00429186659704973,"GO:0044260 cellular macromolecule metabolic process","bp"
"GO:0032651 regulation of interleukin-1 beta production",0.00432541145747044,3.04951794495762,0.00432541145747045,0.0221602309297337,11,0.00432541145747044,"GO:0032651 regulation of interleukin-1 beta production","bp"
"GO:0032680 regulation of tumor necrosis factor production",0.00433337849107307,2.78620974385721,0.00433337849107308,0.0221602309297337,19,0.00433337849107307,"GO:0032680 regulation of tumor necrosis factor production","bp"
"GO:1903555 regulation of tumor necrosis factor superfamily cytokine production",0.00433337849107307,2.78620974385721,0.00433337849107308,0.0221602309297337,19,0.00433337849107307,"GO:1903555 regulation of tumor necrosis factor superfamily cytokine production","bp"
"GO:1901342 regulation of vasculature development",0.0044921209889338,2.68927123777899,0.00449212098893381,0.0229015493362208,36,0.0044921209889338,"GO:1901342 regulation of vasculature development","bp"
"GO:0050729 positive regulation of inflammatory response",0.00451807690196523,2.76342884035843,0.00451807690196523,0.0229634367310894,19,0.00451807690196523,"GO:0050729 positive regulation of inflammatory response","bp"
"GO:1901700 response to oxygen-containing compound",0.0046992274529701,2.61699916230118,0.00469922745297009,0.0238113293501107,129,0.0046992274529701,"GO:1901700 response to oxygen-containing compound","bp"
"GO:0050764 regulation of phagocytosis",0.00476577832787625,2.70762741810007,0.00476577832787625,0.0240751476624022,24,0.00476577832787625,"GO:0050764 regulation of phagocytosis","bp"
"GO:0042267 natural killer cell mediated cytotoxicity",0.00479351232279278,2.94535436719227,0.00479351232279279,0.0241418711529746,11,0.00479351232279278,"GO:0042267 natural killer cell mediated cytotoxicity","bp"
"GO:0022402 cell cycle process",0.00507769657328181,2.60327855019078,0.00507769657328181,0.0254958661776265,77,0.00507769657328181,"GO:0022402 cell cycle process","bp"
"GO:0030154 cell differentiation",0.00516064046752554,2.57191623590988,0.00516064046752555,0.0258342905332152,347,0.00516064046752554,"GO:0030154 cell differentiation","bp"
"GO:0032611 interleukin-1 beta production",0.00518645383023388,2.84001643272147,0.00518645383023388,0.025885544341888,13,0.00518645383023388,"GO:0032611 interleukin-1 beta production","bp"
"GO:0071310 cellular response to organic substance",0.00520413538550175,2.57556327643963,0.00520413538550176,0.0258960269781555,180,0.00520413538550175,"GO:0071310 cellular response to organic substance","bp"
"GO:0002526 acute inflammatory response",0.00527750473806772,2.75022759575688,0.00527750473806772,0.0261827249990106,15,0.00527750473806772,"GO:0002526 acute inflammatory response","bp"
"GO:0045576 mast cell activation",0.00547462637849974,2.86993499257153,0.00547462637849974,0.0270798483365076,11,0.00547462637849974,"GO:0045576 mast cell activation","bp"
"GO:0048869 cellular developmental process",0.00551903971125068,2.54833740922776,0.00551903971125069,0.0272185281902037,348,0.00551903971125068,"GO:0048869 cellular developmental process","bp"
"GO:0002367 cytokine production involved in immune response",0.00556269713613138,2.70548257975921,0.00556269713613138,0.0273526705332851,17,0.00556269713613138,"GO:0002367 cytokine production involved in immune response","bp"
"GO:0044772 mitotic cell cycle phase transition",0.00581435480690457,2.62846685086185,0.00581435480690456,0.0285057748940277,25,0.00581435480690457,"GO:0044772 mitotic cell cycle phase transition","bp"
"GO:0051641 cellular localization",0.00588499087483015,2.53192080754374,0.00588499087483015,0.028767220099905,181,0.00588499087483015,"GO:0051641 cellular localization","bp"
"GO:0043067 regulation of programmed cell death",0.0059329239575927,2.53438988919518,0.00593292395759271,0.0289164798167715,128,0.0059329239575927,"GO:0043067 regulation of programmed cell death","bp"
"GO:0032652 regulation of interleukin-1 production",0.00605632389579179,2.76189464689267,0.00605632389579179,0.0293844278559144,13,0.00605632389579179,"GO:0032652 regulation of interleukin-1 production","bp"
"GO:0033627 cell adhesion mediated by integrin",0.00606429527952985,2.69620548585676,0.00606429527952986,0.0293844278559144,15,0.00606429527952985,"GO:0033627 cell adhesion mediated by integrin","bp"
"GO:0032956 regulation of actin cytoskeleton organization",0.00636308773117319,2.54803446525808,0.00636308773117319,0.0307425924686333,42,0.00636308773117319,"GO:0032956 regulation of actin cytoskeleton organization","bp"
"GO:0071675 regulation of mononuclear cell migration",0.00646778191208303,2.81732188113207,0.00646778191208302,0.0310231303092932,10,0.00646778191208303,"GO:0071675 regulation of mononuclear cell migration","bp"
"GO:0046209 nitric oxide metabolic process",0.0064771517553097,2.75135120514078,0.00647715175530971,0.0310231303092932,12,0.0064771517553097,"GO:0046209 nitric oxide metabolic process","bp"
"GO:2001057 reactive nitrogen species metabolic process",0.0064771517553097,2.75135120514078,0.00647715175530971,0.0310231303092932,12,0.0064771517553097,"GO:2001057 reactive nitrogen species metabolic process","bp"
"GO:0071396 cellular response to lipid",0.00664890433279366,2.53526000108377,0.00664890433279366,0.0317542500031697,39,0.00664890433279366,"GO:0071396 cellular response to lipid","bp"
"GO:0032612 interleukin-1 production",0.00679236304909355,2.66130676453179,0.00679236304909355,0.0323464395059985,15,0.00679236304909355,"GO:0032612 interleukin-1 production","bp"
"GO:0031348 negative regulation of defense response",0.00685772175454286,2.53951389605235,0.00685772175454286,0.032564381588715,31,0.00685772175454286,"GO:0031348 negative regulation of defense response","bp"
"GO:0051234 establishment of localization",0.00690032388424893,2.46817548751352,0.00690032388424895,0.0326733284775549,379,0.00690032388424893,"GO:0051234 establishment of localization","bp"
"GO:0043368 positive T cell selection",0.00694147913536447,2.68245900658797,0.00694147913536447,0.0327748247811811,13,0.00694147913536447,"GO:0043368 positive T cell selection","bp"
"GO:1901990 regulation of mitotic cell cycle phase transition",0.00702644828683413,2.56935881398135,0.00702644828683414,0.0330820313108168,22,0.00702644828683413,"GO:1901990 regulation of mitotic cell cycle phase transition","bp"
"GO:0042981 regulation of apoptotic process",0.00709220905884828,2.46974249673391,0.00709220905884828,0.0332973204966267,127,0.00709220905884828,"GO:0042981 regulation of apoptotic process","bp"
"GO:0050766 positive regulation of phagocytosis",0.00720578628055568,2.56751325308047,0.00720578628055568,0.0337133064175851,20,0.00720578628055568,"GO:0050766 positive regulation of phagocytosis","bp"
"GO:0045061 thymic T cell selection",0.00723451800710173,2.79189237897637,0.00723451800710174,0.0337133064175851,10,0.00723451800710174,"GO:0045061 thymic T cell selection","bp"
"GO:0007249 I-kappaB kinase/NF-kappaB signaling",0.00724166690197227,2.5672988093931,0.00724166690197226,0.0337133064175851,20,0.00724166690197227,"GO:0007249 I-kappaB kinase/NF-kappaB signaling","bp"
"GO:0032945 negative regulation of mononuclear cell proliferation",0.00743744796839077,2.61009845417981,0.00743744796839077,0.034320580546947,15,0.00743744796839077,"GO:0032945 negative regulation of mononuclear cell proliferation","bp"
"GO:0050672 negative regulation of lymphocyte proliferation",0.00743744796839077,2.61009845417981,0.00743744796839077,0.034320580546947,15,0.00743744796839077,"GO:0050672 negative regulation of lymphocyte proliferation","bp"
"GO:0070664 negative regulation of leukocyte proliferation",0.00743744796839077,2.61009845417981,0.00743744796839077,0.034320580546947,15,0.00743744796839077,"GO:0070664 negative regulation of leukocyte proliferation","bp"
"GO:0033036 macromolecule localization",0.00745471093709257,2.44533268397173,0.00745471093709258,0.034320580546947,198,0.00745471093709257,"GO:0033036 macromolecule localization","bp"
"GO:1902533 positive regulation of intracellular signal transduction",0.00760496160064957,2.44801469149339,0.00760496160064958,0.0349155971830928,103,0.00760496160064957,"GO:1902533 positive regulation of intracellular signal transduction","bp"
"GO:0051493 regulation of cytoskeleton organization",0.00769702714975299,2.46028213766083,0.007697027149753,0.0351650361807883,58,0.00769702714975299,"GO:0051493 regulation of cytoskeleton organization","bp"
"GO:0046634 regulation of alpha-beta T cell activation",0.00770160840541932,2.54640172735451,0.00770160840541934,0.0351650361807883,19,0.00770160840541932,"GO:0046634 regulation of alpha-beta T cell activation","bp"
"GO:0002287 alpha-beta T cell activation involved in immune response",0.00785413908788609,2.72047702939479,0.00785413908788609,0.0354716825110507,10,0.00785413908788609,"GO:0002287 alpha-beta T cell activation involved in immune response","bp"
"GO:0002293 alpha-beta T cell differentiation involved in immune response",0.00785413908788609,2.72047702939479,0.00785413908788609,0.0354716825110507,10,0.00785413908788609,"GO:0002293 alpha-beta T cell differentiation involved in immune response","bp"
"GO:0002294 CD4-positive, alpha-beta T cell differentiation involved in immune response",0.00785413908788609,2.72047702939479,0.00785413908788609,0.0354716825110507,10,0.00785413908788609,"GO:0002294 CD4-positive, alpha-beta T cell differentiation involved in immune response","bp"
"GO:0042093 T-helper cell differentiation",0.00785413908788609,2.72047702939479,0.00785413908788609,0.0354716825110507,10,0.00785413908788609,"GO:0042093 T-helper cell differentiation","bp"
"GO:0150076 neuroinflammatory response",0.00792387540136725,2.58464947977256,0.00792387540136726,0.035689650181768,14,0.00792387540136725,"GO:0150076 neuroinflammatory response","bp"
"GO:0016310 phosphorylation",0.00798797224403689,2.42008583897509,0.00798797224403689,0.035871837815333,195,0.00798797224403689,"GO:0016310 phosphorylation","bp"
"GO:0016485 protein processing",0.00802391653843025,2.53012230299247,0.00802391653843026,0.035871837815333,19,0.00802391653843025,"GO:0016485 protein processing","bp"
"GO:0031325 positive regulation of cellular metabolic process",0.00802907561209618,2.41663395105832,0.00802907561209618,0.035871837815333,228,0.00802907561209618,"GO:0031325 positive regulation of cellular metabolic process","bp"
"GO:0022408 negative regulation of cell-cell adhesion",0.00806610544433847,2.49921753826928,0.00806610544433848,0.0359237021724207,24,0.00806610544433847,"GO:0022408 negative regulation of cell-cell adhesion","bp"
"GO:0051649 establishment of localization in cell",0.00808391372592376,2.4208197977828,0.00808391372592378,0.0359237021724207,132,0.00808391372592377,"GO:0051649 establishment of localization in cell","bp"
"GO:0050000 chromosome localization",0.00824746693526684,2.7370075933333,0.00824746693526686,0.0363802792259675,10,0.00824746693526684,"GO:0050000 chromosome localization","bp"
"GO:0051303 establishment of chromosome localization",0.00824746693526684,2.7370075933333,0.00824746693526686,0.0363802792259675,10,0.00824746693526684,"GO:0051303 establishment of chromosome localization","bp"
"GO:0009967 positive regulation of signal transduction",0.00825232567279767,2.41169763403709,0.00825232567279767,0.0363802792259675,145,0.00825232567279767,"GO:0009967 positive regulation of signal transduction","bp"
"GO:0044267 cellular protein metabolic process",0.00858370361898456,2.39007895493384,0.00858370361898458,0.0377410460707735,287,0.00858370361898456,"GO:0044267 cellular protein metabolic process","bp"
"GO:0006302 double-strand break repair",0.00876505645851962,2.60530436322352,0.00876505645851962,0.0384367383484422,12,0.00876505645851962,"GO:0006302 double-strand break repair","bp"
"GO:0033045 regulation of sister chromatid segregation",0.00880492248029856,2.70314455422128,0.00880492248029857,0.03850995042699,10,0.00880492248029856,"GO:0033045 regulation of sister chromatid segregation","bp"
"GO:0050790 regulation of catalytic activity",0.00884730678180807,2.38362771895813,0.00884730678180808,0.0385404870326612,170,0.00884730678180807,"GO:0050790 regulation of catalytic activity","bp"
"GO:0009966 regulation of signal transduction",0.00887317657908336,2.37906792092819,0.00887317657908337,0.0385404870326612,242,0.00887317657908336,"GO:0009966 regulation of signal transduction","bp"
"GO:0051656 establishment of organelle localization",0.00888147204182266,2.43456516469877,0.00888147204182266,0.0385404870326612,33,0.00888147204182265,"GO:0051656 establishment of organelle localization","bp"
"GO:1902531 regulation of intracellular signal transduction",0.00910741873369504,2.37499288939453,0.00910741873369503,0.0394180467067738,143,0.00910741873369505,"GO:1902531 regulation of intracellular signal transduction","bp"
"GO:0002221 pattern recognition receptor signaling pathway",0.00913778215855925,2.58554828369851,0.00913778215855925,0.0394467375260402,12,0.00913778215855925,"GO:0002221 pattern recognition receptor signaling pathway","bp"
"GO:0032270 positive regulation of cellular protein metabolic process",0.00920020277539322,2.37175181513463,0.00920020277539322,0.0396133083230662,137,0.00920020277539322,"GO:0032270 positive regulation of cellular protein metabolic process","bp"
"GO:0006468 protein phosphorylation",0.00935514156448859,2.36228391732089,0.00935514156448858,0.04017634439323,176,0.00935514156448859,"GO:0006468 protein phosphorylation","bp"
"GO:0097190 apoptotic signaling pathway",0.00942305426439899,2.39124883267127,0.00942305426439899,0.0403637015139977,47,0.00942305426439899,"GO:0097190 apoptotic signaling pathway","bp"
"GO:0051173 positive regulation of nitrogen compound metabolic process",0.00951231833017154,2.35398328539073,0.00951231833017155,0.0404639354329674,215,0.00951231833017154,"GO:0051173 positive regulation of nitrogen compound metabolic process","bp"
"GO:0000075 cell cycle checkpoint",0.00951949383531303,2.57481114731197,0.00951949383531303,0.0404639354329674,12,0.00951949383531303,"GO:0000075 cell cycle checkpoint","bp"
"GO:0007093 mitotic cell cycle checkpoint",0.00951949383531303,2.57481114731197,0.00951949383531303,0.0404639354329674,12,0.00951949383531303,"GO:0007093 mitotic cell cycle checkpoint","bp"
"GO:0045639 positive regulation of myeloid cell differentiation",0.00980144979363714,2.52312295681547,0.00980144979363714,0.0415561468291452,12,0.00980144979363714,"GO:0045639 positive regulation of myeloid cell differentiation","bp"
"GO:0007204 positive regulation of cytosolic calcium ion concentration",0.010092516926381,2.36138978977457,0.010092516926381,0.0426448921584877,50,0.010092516926381,"GO:0007204 positive regulation of cytosolic calcium ion concentration","bp"
"GO:0033628 regulation of cell adhesion mediated by integrin",0.0101095592722287,2.54713786256172,0.0101095592722287,0.0426448921584877,11,0.0101095592722287,"GO:0033628 regulation of cell adhesion mediated by integrin","bp"
"GO:0010638 positive regulation of organelle organization",0.0101908435105762,2.36939660024604,0.0101908435105762,0.0428789415558928,39,0.0101908435105762,"GO:0010638 positive regulation of organelle organization","bp"
"GO:0048646 anatomical structure formation involved in morphogenesis",0.0102292874103678,2.3384139509236,0.0102292874103679,0.0428944448640652,92,0.0102292874103678,"GO:0048646 anatomical structure formation involved in morphogenesis","bp"
"GO:0006139 nucleobase-containing compound metabolic process",0.0102515577277707,2.32472173282195,0.0102515577277707,0.0428944448640652,241,0.0102515577277707,"GO:0006139 nucleobase-containing compound metabolic process","bp"
"GO:0006809 nitric oxide biosynthetic process",0.0103041216543763,2.55018016961606,0.0103041216543763,0.0428944448640652,11,0.0103041216543763,"GO:0006809 nitric oxide biosynthetic process","bp"
"GO:1901991 negative regulation of mitotic cell cycle phase transition",0.0103523211667621,2.49033446080681,0.0103523211667622,0.0428944448640652,14,0.0103523211667621,"GO:1901991 negative regulation of mitotic cell cycle phase transition","bp"
"GO:2001251 negative regulation of chromosome organization",0.010353989533343,2.47477056008864,0.010353989533343,0.0428944448640652,14,0.010353989533343,"GO:2001251 negative regulation of chromosome organization","bp"
"GO:0032940 secretion by cell",0.010370813526068,2.33213788915316,0.0103708135260681,0.0428944448640652,96,0.010370813526068,"GO:0032940 secretion by cell","bp"
"GO:0010646 regulation of cell communication",0.0104009995669183,2.31811311807634,0.0104009995669183,0.0428944448640652,282,0.0104009995669183,"GO:0010646 regulation of cell communication","bp"
"GO:0023051 regulation of signaling",0.0104009995669183,2.31811311807634,0.0104009995669183,0.0428944448640652,282,0.0104009995669183,"GO:0023051 regulation of signaling","bp"
"GO:0042130 negative regulation of T cell proliferation",0.0105155159167055,2.50313035479619,0.0105155159167055,0.0432593748850608,12,0.0105155159167055,"GO:0042130 negative regulation of T cell proliferation","bp"
"GO:0043087 regulation of GTPase activity",0.010580134856168,2.40079327497653,0.010580134856168,0.0433578404263166,21,0.0105801348561681,"GO:0043087 regulation of GTPase activity","bp"
"GO:0032970 regulation of actin filament-based process",0.0106372675193865,2.34453788578661,0.0106372675193865,0.0433578404263166,46,0.0106372675193865,"GO:0032970 regulation of actin filament-based process","bp"
"GO:0009306 protein secretion",0.0106698897318673,2.33990521197144,0.0106698897318673,0.0433578404263166,50,0.0106698897318673,"GO:0009306 protein secretion","bp"
"GO:0035592 establishment of protein localization to extracellular region",0.0106698897318673,2.33990521197144,0.0106698897318673,0.0433578404263166,50,0.0106698897318673,"GO:0035592 establishment of protein localization to extracellular region","bp"
"GO:0071692 protein localization to extracellular region",0.0106698897318673,2.33990521197144,0.0106698897318673,0.0433578404263166,50,0.0106698897318673,"GO:0071692 protein localization to extracellular region","bp"
"GO:0006897 endocytosis",0.0109745606372013,2.32251251125276,0.0109745606372013,0.0444519841978212,59,0.0109745606372013,"GO:0006897 endocytosis","bp"
"GO:0042116 macrophage activation",0.0110077345594353,2.40010963522089,0.0110077345594353,0.0444519841978212,18,0.0110077345594353,"GO:0042116 macrophage activation","bp"
"GO:0001914 regulation of T cell mediated cytotoxicity",0.0110202489607806,2.5457250741066,0.0110202489607806,0.0444519841978212,10,0.0110202489607806,"GO:0001914 regulation of T cell mediated cytotoxicity","bp"
"GO:0048585 negative regulation of response to stimulus",0.0110461308506018,2.30118137061547,0.0110461308506018,0.0444519841978212,146,0.0110461308506018,"GO:0048585 negative regulation of response to stimulus","bp"
"GO:0007265 Ras protein signal transduction",0.01118322697633,2.35041654142217,0.01118322697633,0.0448949836586002,29,0.01118322697633,"GO:0007265 Ras protein signal transduction","bp"
"GO:0019538 protein metabolic process",0.0112353321945844,2.2877986354335,0.0112353321945844,0.0449954749575887,325,0.0112353321945844,"GO:0019538 protein metabolic process","bp"
"GO:1903409 reactive oxygen species biosynthetic process",0.0112791506249668,2.39701119616835,0.0112791506249669,0.0450623758141705,18,0.0112791506249668,"GO:1903409 reactive oxygen species biosynthetic process","bp"
"GO:0006810 transport",0.0113551906347015,2.28311218591951,0.0113551906347016,0.0452573785008969,366,0.0113551906347015,"GO:0006810 transport","bp"
"GO:0002761 regulation of myeloid leukocyte differentiation",0.0114197802231941,2.42386424406695,0.0114197802231941,0.0454059204089679,14,0.0114197802231941,"GO:0002761 regulation of myeloid leukocyte differentiation","bp"
"GO:0065009 regulation of molecular function",0.0115308058242533,2.28001669618643,0.0115308058242533,0.0457379457754392,232,0.0115308058242533,"GO:0065009 regulation of molecular function","bp"
"GO:0051094 positive regulation of developmental process",0.0121510763062919,2.26340219049226,0.0121510763062919,0.0480705698226382,156,0.0121510763062919,"GO:0051094 positive regulation of developmental process","bp"
"GO:0051247 positive regulation of protein metabolic process",0.0121767207553132,2.26386111027464,0.0121767207553133,0.0480705698226382,140,0.0121767207553132,"GO:0051247 positive regulation of protein metabolic process","bp"
"GO:0045123 cellular extravasation",0.0122896512073519,2.38781103924757,0.0122896512073519,0.0484014225275327,14,0.0122896512073519,"GO:0045123 cellular extravasation","bp"
"GO:0034641 cellular nitrogen compound metabolic process",0.0123414482745377,2.2524304419823,0.0123414482745377,0.0484905130786802,280,0.0123414482745377,"GO:0034641 cellular nitrogen compound metabolic process","bp"
"GO:0007015 actin filament organization",0.0124207149898184,2.27706487652294,0.0124207149898184,0.0486868592289581,53,0.0124207149898184,"GO:0007015 actin filament organization","bp"
"GO:0002483 antigen processing and presentation of endogenous peptide antigen",0.0126466075203806,2.47944751766719,0.0126466075203806,0.0491225739336317,10,0.0126466075203806,"GO:0002483 antigen processing and presentation of endogenous peptide antigen","bp"
"GO:0019883 antigen processing and presentation of endogenous antigen",0.0126466075203806,2.47944751766719,0.0126466075203806,0.0491225739336317,10,0.0126466075203806,"GO:0019883 antigen processing and presentation of endogenous antigen","bp"
"GO:0019885 antigen processing and presentation of endogenous peptide antigen via MHC class I",0.0126466075203806,2.47944751766719,0.0126466075203806,0.0491225739336317,10,0.0126466075203806,"GO:0019885 antigen processing and presentation of endogenous peptide antigen via MHC class I","bp"
"GO:0010639 negative regulation of organelle organization",0.0126626822250563,2.28638279594889,0.0126626822250564,0.0491225739336317,36,0.0126626822250563,"GO:0010639 negative regulation of organelle organization","bp"
"GO:0050830 defense response to Gram-positive bacterium",0.0126796535604862,2.36228634350554,0.0126796535604862,0.0491225739336317,15,0.0126796535604862,"GO:0050830 defense response to Gram-positive bacterium","bp"
"GO:0006464 cellular protein modification process",0.012758517582941,2.24069202138306,0.012758517582941,0.0491987383360742,234,0.012758517582941,"GO:0006464 cellular protein modification process","bp"
"GO:0036211 protein modification process",0.012758517582941,2.24069202138306,0.012758517582941,0.0491987383360742,234,0.012758517582941,"GO:0036211 protein modification process","bp"
"GO:0009611 response to wounding",0.0128600127866879,2.27076297318161,0.0128600127866879,0.0492749368893474,43,0.0128600127866879,"GO:0009611 response to wounding","bp"
"GO:0051604 protein maturation",0.0128831816505123,2.32223833344017,0.0128831816505123,0.0492749368893474,20,0.0128831816505123,"GO:0051604 protein maturation","bp"
"GO:0010647 positive regulation of cell communication",0.0128968697634573,2.23901784656486,0.0128968697634573,0.0492749368893474,173,0.0128968697634573,"GO:0010647 positive regulation of cell communication","bp"
"GO:0023056 positive regulation of signaling",0.0128968697634573,2.23901784656486,0.0128968697634573,0.0492749368893474,173,0.0128968697634573,"GO:0023056 positive regulation of signaling","bp"
"GO:0005102 signaling receptor binding",3.43214437714164e-05,4.02722699270624,3.43214437714163e-05,0.0045592968808735,184,3.43214437714164e-05,"GO:0005102 signaling receptor binding","mf"
"GO:0038023 signaling receptor activity",5.53760754761963e-05,3.92982553581982,5.53760754761963e-05,0.0045592968808735,123,5.53760754761962e-05,"GO:0038023 signaling receptor activity","mf"
"GO:0060089 molecular transducer activity",5.53760754761963e-05,3.92982553581982,5.53760754761963e-05,0.0045592968808735,123,5.53760754761962e-05,"GO:0060089 molecular transducer activity","mf"
"GO:0044877 protein-containing complex binding",8.29237874882919e-05,3.81824729987163,8.29237874882921e-05,0.00512054387740204,140,8.29237874882919e-05,"GO:0044877 protein-containing complex binding","mf"
"GO:0140375 immune receptor activity",0.000160864580232179,3.88062016419623,0.00016086458023218,0.00794671026346967,27,0.000160864580232179,"GO:0140375 immune receptor activity","mf"
"GO:0003823 antigen binding",0.000396396442461373,3.84582538505415,0.000396396442461372,0.0132403268456094,16,0.000396396442461373,"GO:0003823 antigen binding","mf"
"GO:0140097 catalytic activity, acting on DNA",0.000418146804027991,4.30060384758911,0.000418146804027989,0.0132403268456094,14,0.000418146804027991,"GO:0140097 catalytic activity, acting on DNA","mf"
"GO:0004888 transmembrane signaling receptor activity",0.000428836497023789,3.38171576797543,0.000428836497023787,0.0132403268456094,107,0.000428836497023789,"GO:0004888 transmembrane signaling receptor activity","mf"
"GO:0019899 enzyme binding",0.000518708086251732,3.31118418379013,0.000518708086251732,0.0142356552560198,159,0.000518708086251732,"GO:0019899 enzyme binding","mf"
"GO:0004896 cytokine receptor activity",0.00158638002460648,3.141170888628,0.00158638002460648,0.0391835866077802,22,0.00158638002460648,"GO:0004896 cytokine receptor activity","mf"
"GO:0019955 cytokine binding",0.00200551978443495,3.02744007771726,0.00200551978443495,0.0450330351595848,25,0.00200551978443494,"GO:0019955 cytokine binding","mf"
"GO:0009897 external side of plasma membrane",6.13179234925202e-10,6.49203224882198,6.1317923492521e-10,1.27541280864444e-07,79,6.13179234925203e-10,"GO:0009897 external side of plasma membrane","cc"
"GO:0098552 side of membrane",1.21547664982388e-08,5.8184604282733,1.21547664982388e-08,1.26409571581683e-06,100,1.21547664982388e-08,"GO:0098552 side of membrane","cc"
"GO:0009986 cell surface",9.1078421084403e-06,4.36209283754178,9.10784210844032e-06,0.000631477052851862,139,9.1078421084403e-06,"GO:0009986 cell surface","cc"
"GO:0030139 endocytic vesicle",2.7773282956863e-05,4.73213677517347,2.7773282956863e-05,0.00144421071375688,22,2.7773282956863e-05,"GO:0030139 endocytic vesicle","cc"
"GO:0031410 cytoplasmic vesicle",9.59252683999251e-05,3.77220610191596,9.59252683999253e-05,0.00332540930453074,166,9.59252683999251e-05,"GO:0031410 cytoplasmic vesicle","cc"
"GO:0097708 intracellular vesicle",9.59252683999251e-05,3.77220610191596,9.59252683999253e-05,0.00332540930453074,166,9.59252683999251e-05,"GO:0097708 intracellular vesicle","cc"
"GO:0031982 vesicle",0.000134106115764992,3.68117481777682,0.000134106115764992,0.00398486743987404,179,0.000134106115764992,"GO:0031982 vesicle","cc"
"GO:0045335 phagocytic vesicle",0.000240280038443501,4.49889408568564,0.000240280038443501,0.00555821018496615,15,0.000240280038443501,"GO:0045335 phagocytic vesicle","cc"
"GO:0005634 nucleus",0.000240499479157189,3.50936550268122,0.000240499479157189,0.00555821018496615,318,0.000240499479157189,"GO:0005634 nucleus","cc"
