"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0032755 positive regulation of interleukin-6 production",0.00340085912430975,3.01520594273196,0.00340085912430975,0.0188930992702209,13,0.00340085912430975,"GO:0032755 positive regulation of interleukin-6 production","bp"
"GO:0000278 mitotic cell cycle",0.00341229002784894,2.75813514450869,0.00341229002784894,0.0188930992702209,56,0.00341229002784894,"GO:0000278 mitotic cell cycle","bp"
"GO:0048869 cellular developmental process",0.0034198191557373,2.71262952888834,0.00341981915573731,0.0188930992702209,350,0.0034198191557373,"GO:0048869 cellular developmental process","bp"
"GO:0002700 regulation of production of molecular mediator of immune response",0.00345007851131671,2.8923111031406,0.00345007851131672,0.0189877345119428,18,0.00345007851131671,"GO:0002700 regulation of production of molecular mediator of immune response","bp"
"GO:0002218 activation of innate immune response",0.00345948634727979,2.9894273586615,0.00345948634727978,0.0189877345119428,14,0.00345948634727979,"GO:0002218 activation of innate immune response","bp"
"GO:0044271 cellular nitrogen compound biosynthetic process",0.00348262657844024,2.71167797515623,0.00348262657844024,0.0190526811190643,214,0.00348262657844024,"GO:0044271 cellular nitrogen compound biosynthetic process","bp"
"GO:2000107 negative regulation of leukocyte apoptotic process",0.00349821490450817,2.99149910025501,0.00349821490450816,0.0190760262592112,13,0.00349821490450817,"GO:2000107 negative regulation of leukocyte apoptotic process","bp"
"GO:0032102 negative regulation of response to external stimulus",0.00365849348595567,2.75093054484318,0.00365849348595567,0.0198417975281925,42,0.00365849348595567,"GO:0032102 negative regulation of response to external stimulus","bp"
"GO:0001912 positive regulation of leukocyte mediated cytotoxicity",0.00367024247781654,3.01851146708497,0.00367024247781655,0.0198417975281925,12,0.00367024247781654,"GO:0001912 positive regulation of leukocyte mediated cytotoxicity","bp"
"GO:0045639 positive regulation of myeloid cell differentiation",0.0036739708182766,3.13754152854458,0.0036739708182766,0.0198417975281925,10,0.0036739708182766,"GO:0045639 positive regulation of myeloid cell differentiation","bp"
"GO:1903038 negative regulation of leukocyte cell-cell adhesion",0.00370512102021716,2.82725860420104,0.00370512102021717,0.0199460987829582,21,0.00370512102021716,"GO:1903038 negative regulation of leukocyte cell-cell adhesion","bp"
"GO:1903047 mitotic cell cycle process",0.00373988067233188,2.74087182659168,0.00373988067233189,0.020069104881781,44,0.00373988067233188,"GO:1903047 mitotic cell cycle process","bp"
"GO:0019221 cytokine-mediated signaling pathway",0.00377349318645299,2.75397714222269,0.00377349318645299,0.0201851937116612,35,0.00377349318645299,"GO:0019221 cytokine-mediated signaling pathway","bp"
"GO:0016310 phosphorylation",0.00384746166444952,2.67962151794075,0.00384746166444953,0.0205157370398654,189,0.00384746166444953,"GO:0016310 phosphorylation","bp"
"GO:0022603 regulation of anatomical structure morphogenesis",0.00386662188362469,2.69312282986853,0.0038666218836247,0.0205528639555446,93,0.00386662188362469,"GO:0022603 regulation of anatomical structure morphogenesis","bp"
"GO:1901700 response to oxygen-containing compound",0.00397265154269774,2.67662166410291,0.00397265154269774,0.0210500561303324,122,0.00397265154269774,"GO:1901700 response to oxygen-containing compound","bp"
"GO:0045765 regulation of angiogenesis",0.00398973301561781,2.75844602236023,0.00398973301561781,0.0210742950824953,28,0.00398973301561781,"GO:0045765 regulation of angiogenesis","bp"
"GO:0001913 T cell mediated cytotoxicity",0.00401225110485032,2.98201222296783,0.00401225110485032,0.0211024745801582,12,0.00401225110485031,"GO:0001913 T cell mediated cytotoxicity","bp"
"GO:0006897 endocytosis",0.00402614909156515,2.68730712288372,0.00402614909156515,0.0211024745801582,73,0.00402614909156515,"GO:0006897 endocytosis","bp"
"GO:1901342 regulation of vasculature development",0.00403773550789745,2.73408216146062,0.00403773550789746,0.0211024745801582,34,0.00403773550789745,"GO:1901342 regulation of vasculature development","bp"
"GO:0031326 regulation of cellular biosynthetic process",0.00404839756146338,2.66119655051241,0.00404839756146338,0.0211024745801582,203,0.00404839756146337,"GO:0031326 regulation of cellular biosynthetic process","bp"
"GO:0046635 positive regulation of alpha-beta T cell activation",0.00405768650680786,2.81968125881605,0.00405768650680787,0.0211024745801582,18,0.00405768650680786,"GO:0046635 positive regulation of alpha-beta T cell activation","bp"
"GO:0045123 cellular extravasation",0.00411406603567204,3.01357879948933,0.00411406603567204,0.0213298500618689,11,0.00411406603567204,"GO:0045123 cellular extravasation","bp"
"GO:0051276 chromosome organization",0.0041983018764738,2.69589927948968,0.0041983018764738,0.0216335830630879,46,0.0041983018764738,"GO:0051276 chromosome organization","bp"
"GO:0051173 positive regulation of nitrogen compound metabolic process",0.00419832739562595,2.64797736050524,0.00419832739562596,0.0216335830630879,215,0.00419832739562595,"GO:0051173 positive regulation of nitrogen compound metabolic process","bp"
"GO:0002698 negative regulation of immune effector process",0.00423528212865608,2.80374644713476,0.00423528212865608,0.0217574706914192,18,0.00423528212865608,"GO:0002698 negative regulation of immune effector process","bp"
"GO:0050715 positive regulation of cytokine secretion",0.00426872923685999,2.79633786353167,0.00426872923686,0.0218626406203924,19,0.00426872923685999,"GO:0050715 positive regulation of cytokine secretion","bp"
"GO:0043067 regulation of programmed cell death",0.00434535372090944,2.64517393560032,0.00434535372090944,0.0221871821530402,124,0.00434535372090944,"GO:0043067 regulation of programmed cell death","bp"
"GO:0001525 angiogenesis",0.00436137015354878,2.69410744848556,0.00436137015354879,0.0221871821530402,39,0.00436137015354878,"GO:0001525 angiogenesis","bp"
"GO:0033036 macromolecule localization",0.00437159909484235,2.63518378364182,0.00437159909484235,0.0221871821530402,197,0.00437159909484235,"GO:0033036 macromolecule localization","bp"
"GO:0002292 T cell differentiation involved in immune response",0.00439312491548382,2.97229204625789,0.00439312491548381,0.0221992225567403,11,0.00439312491548382,"GO:0002292 T cell differentiation involved in immune response","bp"
"GO:0009893 positive regulation of metabolic process",0.00440032067296809,2.63008588936456,0.0044003206729681,0.0221992225567403,250,0.00440032067296809,"GO:0009893 positive regulation of metabolic process","bp"
"GO:0002526 acute inflammatory response",0.00447976913881033,2.81739524742994,0.00447976913881032,0.0225325701459564,15,0.00447976913881033,"GO:0002526 acute inflammatory response","bp"
"GO:0050729 positive regulation of inflammatory response",0.00451807690198027,2.7634288403571,0.00451807690198028,0.0226576177971332,19,0.00451807690198027,"GO:0050729 positive regulation of inflammatory response","bp"
"GO:0009653 anatomical structure morphogenesis",0.00467447428536837,2.61125022904339,0.00467447428536837,0.0233723714268419,208,0.00467447428536837,"GO:0009653 anatomical structure morphogenesis","bp"
"GO:0016485 protein processing",0.00472810343698305,2.73779563948372,0.00472810343698305,0.02357057482638,20,0.00472810343698305,"GO:0016485 protein processing","bp"
"GO:0042267 natural killer cell mediated cytotoxicity",0.00479351232280211,2.94535436719128,0.00479351232280211,0.0238026504438509,11,0.00479351232280211,"GO:0042267 natural killer cell mediated cytotoxicity","bp"
"GO:1901576 organic substance biosynthetic process",0.00480290869490166,2.59836550585733,0.00480290869490167,0.0238026504438509,290,0.00480290869490166,"GO:1901576 organic substance biosynthetic process","bp"
"GO:1902531 regulation of intracellular signal transduction",0.00488805505732372,2.60030899590819,0.00488805505732374,0.0241535858404413,151,0.00488805505732372,"GO:1902531 regulation of intracellular signal transduction","bp"
"GO:0019538 protein metabolic process",0.00491903068490832,2.5891061475837,0.00491903068490832,0.0241834171597707,326,0.00491903068490832,"GO:0019538 protein metabolic process","bp"
"GO:0006468 protein phosphorylation",0.00492279649008984,2.59602670250077,0.00492279649008982,0.0241834171597707,169,0.00492279649008983,"GO:0006468 protein phosphorylation","bp"
"GO:0071396 cellular response to lipid",0.00496275654707871,2.64697584747412,0.00496275654707871,0.024308851109964,38,0.00496275654707871,"GO:0071396 cellular response to lipid","bp"
"GO:0022402 cell cycle process",0.005053919837144,2.6068111258268,0.005053919837144,0.0246836374654714,73,0.005053919837144,"GO:0022402 cell cycle process","bp"
"GO:0042981 regulation of apoptotic process",0.00523772978332446,2.57967914229926,0.00523772978332446,0.0255074412858431,123,0.00523772978332446,"GO:0042981 regulation of apoptotic process","bp"
"GO:0030154 cell differentiation",0.00528294007841141,2.56388308663517,0.00528294007841142,0.0256534698332082,339,0.00528294007841142,"GO:0030154 cell differentiation","bp"
"GO:0010604 positive regulation of macromolecule metabolic process",0.00548971564952184,2.55376183500169,0.00548971564952185,0.0265809507742653,230,0.00548971564952184,"GO:0010604 positive regulation of macromolecule metabolic process","bp"
"GO:0002367 cytokine production involved in immune response",0.00556269713614863,2.70548257975791,0.00556269713614863,0.0268571480642133,17,0.00556269713614863,"GO:0002367 cytokine production involved in immune response","bp"
"GO:0042035 regulation of cytokine biosynthetic process",0.00564221471687146,2.68576683079527,0.00564221471687147,0.0269585195571745,18,0.00564221471687146,"GO:0042035 regulation of cytokine biosynthetic process","bp"
"GO:0042089 cytokine biosynthetic process",0.00564221471687146,2.68576683079527,0.00564221471687147,0.0269585195571745,18,0.00564221471687146,"GO:0042089 cytokine biosynthetic process","bp"
"GO:0042107 cytokine metabolic process",0.00564221471687146,2.68576683079527,0.00564221471687147,0.0269585195571745,18,0.00564221471687146,"GO:0042107 cytokine metabolic process","bp"
"GO:0002221 pattern recognition receptor signaling pathway",0.00566368897521647,2.78889713588373,0.00566368897521648,0.0269585195571745,13,0.00566368897521648,"GO:0002221 pattern recognition receptor signaling pathway","bp"
"GO:0002758 innate immune response-activating signal transduction",0.00566368897521647,2.78889713588373,0.00566368897521648,0.0269585195571745,13,0.00566368897521648,"GO:0002758 innate immune response-activating signal transduction","bp"
"GO:0009967 positive regulation of signal transduction",0.00578259591841968,2.54238344897753,0.00578259591841968,0.0274469693592596,137,0.00578259591841967,"GO:0009967 positive regulation of signal transduction","bp"
"GO:0033627 cell adhesion mediated by integrin",0.00606429527954641,2.69620548585557,0.00606429527954641,0.0287031953540328,15,0.00606429527954641,"GO:0033627 cell adhesion mediated by integrin","bp"
"GO:0006139 nucleobase-containing compound metabolic process",0.00625711528226318,2.50656206985257,0.00625711528226317,0.0295328830549396,246,0.00625711528226318,"GO:0006139 nucleobase-containing compound metabolic process","bp"
"GO:0051171 regulation of nitrogen compound metabolic process",0.00631472059564062,2.50097431544992,0.00631472059564061,0.0297215201219398,327,0.00631472059564062,"GO:0051171 regulation of nitrogen compound metabolic process","bp"
"GO:0031323 regulation of cellular metabolic process",0.00638976786469427,2.49640382260948,0.00638976786469427,0.0299909717326179,344,0.00638976786469427,"GO:0031323 regulation of cellular metabolic process","bp"
"GO:0007010 cytoskeleton organization",0.00641573387623761,2.50725893085625,0.00641573387623761,0.0300262149379021,121,0.00641573387623761,"GO:0007010 cytoskeleton organization","bp"
"GO:0071675 regulation of mononuclear cell migration",0.00646778191209396,2.81732188113119,0.00646778191209396,0.0300262149379021,10,0.00646778191209396,"GO:0071675 regulation of mononuclear cell migration","bp"
"GO:0046209 nitric oxide metabolic process",0.00647715175532428,2.7513512051397,0.0064771517553243,0.0300262149379021,12,0.00647715175532428,"GO:0046209 nitric oxide metabolic process","bp"
"GO:2001057 reactive nitrogen species metabolic process",0.00647715175532428,2.7513512051397,0.0064771517553243,0.0300262149379021,12,0.00647715175532428,"GO:2001057 reactive nitrogen species metabolic process","bp"
"GO:0042127 regulation of cell proliferation",0.00648637521507203,2.4975377556188,0.00648637521507203,0.0300262149379021,173,0.00648637521507203,"GO:0042127 regulation of cell proliferation","bp"
"GO:1903409 reactive oxygen species biosynthetic process",0.0065164229689682,2.64534665161059,0.00651642296896819,0.0300826649389354,17,0.0065164229689682,"GO:1903409 reactive oxygen species biosynthetic process","bp"
"GO:1901990 regulation of mitotic cell cycle phase transition",0.00661279120728868,2.59354579935223,0.00661279120728868,0.0304441343832826,22,0.00661279120728868,"GO:1901990 regulation of mitotic cell cycle phase transition","bp"
"GO:0032651 regulation of interleukin-1 beta production",0.00668790381105861,2.86203729903603,0.00668790381105862,0.0307060433831983,10,0.00668790381105861,"GO:0032651 regulation of interleukin-1 beta production","bp"
"GO:0009966 regulation of signal transduction",0.00674474501457973,2.48009965360292,0.00674474501457972,0.0308181701081293,233,0.00674474501457973,"GO:0009966 regulation of signal transduction","bp"
"GO:0044419 interspecies interaction between organisms",0.00674890490795235,2.55647840235673,0.00674890490795236,0.0308181701081293,28,0.00674890490795235,"GO:0044419 interspecies interaction between organisms","bp"
"GO:0031348 negative regulation of defense response",0.00685772175457346,2.53951389605061,0.00685772175457346,0.0312304355579899,31,0.00685772175457346,"GO:0031348 negative regulation of defense response","bp"
"GO:0043368 positive T cell selection",0.00694147913538075,2.68245900658689,0.00694147913538077,0.0315266639976188,13,0.00694147913538075,"GO:0043368 positive T cell selection","bp"
"GO:0050790 regulation of catalytic activity",0.00697801006385638,2.47208188333377,0.00697801006385638,0.0316073842946183,160,0.00697801006385638,"GO:0050790 regulation of catalytic activity","bp"
"GO:0032880 regulation of protein localization",0.00699906053489588,2.4838392392963,0.00699906053489587,0.0316177399498647,84,0.00699906053489588,"GO:0032880 regulation of protein localization","bp"
"GO:0051247 positive regulation of protein metabolic process",0.00706435688302601,2.46967735634898,0.00706435688302602,0.031827383283152,139,0.00706435688302602,"GO:0051247 positive regulation of protein metabolic process","bp"
"GO:0034641 cellular nitrogen compound metabolic process",0.00718233723357987,2.45559858776415,0.00718233723357988,0.0321900833644023,284,0.00718233723357987,"GO:0034641 cellular nitrogen compound metabolic process","bp"
"GO:0019222 regulation of metabolic process",0.0072198724529107,2.45182700058675,0.0072198724529107,0.0321900833644023,377,0.0072198724529107,"GO:0019222 regulation of metabolic process","bp"
"GO:0045061 thymic T cell selection",0.00723451800711441,2.79189237897543,0.00723451800711442,0.0321900833644023,10,0.00723451800711441,"GO:0045061 thymic T cell selection","bp"
"GO:0001774 microglial cell activation",0.00725948467565155,2.69313562063128,0.00725948467565156,0.0321900833644023,11,0.00725948467565155,"GO:0001774 microglial cell activation","bp"
"GO:0002269 leukocyte activation involved in inflammatory response",0.00725948467565155,2.69313562063128,0.00725948467565156,0.0321900833644023,11,0.00725948467565155,"GO:0002269 leukocyte activation involved in inflammatory response","bp"
"GO:0061900 glial cell activation",0.00725948467565155,2.69313562063128,0.00725948467565156,0.0321900833644023,11,0.00725948467565155,"GO:0061900 glial cell activation","bp"
"GO:0032940 secretion by cell",0.00728437725432964,2.4635671792999,0.00728437725432964,0.032215684182534,105,0.00728437725432963,"GO:0032940 secretion by cell","bp"
"GO:0006464 cellular protein modification process",0.00734222631964426,2.44962987064733,0.00734222631964427,0.0323019617456934,224,0.00734222631964427,"GO:0006464 cellular protein modification process","bp"
"GO:0036211 protein modification process",0.00734222631964426,2.44962987064733,0.00734222631964427,0.0323019617456934,224,0.00734222631964427,"GO:0036211 protein modification process","bp"
"GO:0016192 vesicle-mediated transport",0.00740354798277572,2.45561073719135,0.00740354798277573,0.0324099452118395,116,0.00740354798277572,"GO:0016192 vesicle-mediated transport","bp"
"GO:0034654 nucleobase-containing compound biosynthetic process",0.00741585268911277,2.44757284431306,0.00741585268911279,0.0324099452118395,192,0.00741585268911277,"GO:0034654 nucleobase-containing compound biosynthetic process","bp"
"GO:0002790 peptide secretion",0.00743567439514299,2.46800877145932,0.00743567439514301,0.0324099452118395,67,0.00743567439514299,"GO:0002790 peptide secretion","bp"
"GO:0010638 positive regulation of organelle organization",0.00745867761688891,2.49207901367638,0.00745867761688891,0.0324099452118395,39,0.00745867761688891,"GO:0010638 positive regulation of organelle organization","bp"
"GO:0031328 positive regulation of cellular biosynthetic process",0.00746294287370546,2.45048762835795,0.00746294287370547,0.0324099452118395,131,0.00746294287370546,"GO:0031328 positive regulation of cellular biosynthetic process","bp"
"GO:0051094 positive regulation of developmental process",0.00756465583285862,2.44360819163445,0.0075646558328586,0.0327672109983721,148,0.00756465583285862,"GO:0051094 positive regulation of developmental process","bp"
"GO:0046634 regulation of alpha-beta T cell activation",0.00770160840544463,2.54640172735314,0.00770160840544464,0.0332748978542928,19,0.00770160840544463,"GO:0046634 regulation of alpha-beta T cell activation","bp"
"GO:0032760 positive regulation of tumor necrosis factor production",0.0078119748714024,2.58113423722935,0.0078119748714024,0.0333553157367915,15,0.0078119748714024,"GO:0032760 positive regulation of tumor necrosis factor production","bp"
"GO:1903557 positive regulation of tumor necrosis factor superfamily cytokine production",0.0078119748714024,2.58113423722935,0.0078119748714024,0.0333553157367915,15,0.0078119748714024,"GO:1903557 positive regulation of tumor necrosis factor superfamily cytokine production","bp"
"GO:0002287 alpha-beta T cell activation involved in immune response",0.0078541390879001,2.72047702939387,0.00785413908790012,0.0333553157367915,10,0.0078541390879001,"GO:0002287 alpha-beta T cell activation involved in immune response","bp"
"GO:0002293 alpha-beta T cell differentiation involved in immune response",0.0078541390879001,2.72047702939387,0.00785413908790012,0.0333553157367915,10,0.0078541390879001,"GO:0002293 alpha-beta T cell differentiation involved in immune response","bp"
"GO:0002294 CD4-positive, alpha-beta T cell differentiation involved in immune response",0.0078541390879001,2.72047702939387,0.00785413908790012,0.0333553157367915,10,0.0078541390879001,"GO:0002294 CD4-positive, alpha-beta T cell differentiation involved in immune response","bp"
"GO:0042093 T-helper cell differentiation",0.0078541390879001,2.72047702939387,0.00785413908790012,0.0333553157367915,10,0.0078541390879001,"GO:0042093 T-helper cell differentiation","bp"
"GO:0051604 protein maturation",0.00785878952374258,2.52473261357964,0.00785878952374257,0.0333553157367915,21,0.00785878952374258,"GO:0051604 protein maturation","bp"
"GO:0051493 regulation of cytoskeleton organization",0.00791455882915971,2.45112097658118,0.00791455882915972,0.0333857305732441,56,0.00791455882915971,"GO:0051493 regulation of cytoskeleton organization","bp"
"GO:0044267 cellular protein metabolic process",0.00792994953683343,2.41962189531834,0.00792994953683344,0.0333857305732441,276,0.00792994953683343,"GO:0044267 cellular protein metabolic process","bp"
"GO:0032611 interleukin-1 beta production",0.00795950611949579,2.6595973835931,0.00795950611949581,0.0333857305732441,12,0.00795950611949579,"GO:0032611 interleukin-1 beta production","bp"
"GO:0071621 granulocyte chemotaxis",0.00796366036299097,2.52996808040756,0.00796366036299098,0.0333857305732441,19,0.00796366036299097,"GO:0071621 granulocyte chemotaxis","bp"
"GO:0018193 peptidyl-amino acid modification",0.00796502296168789,2.4342134024447,0.00796502296168791,0.0333857305732441,89,0.00796502296168789,"GO:0018193 peptidyl-amino acid modification","bp"
"GO:0022408 negative regulation of cell-cell adhesion",0.00806610544436906,2.49921753826774,0.00806610544436906,0.0337255277264563,24,0.00806610544436906,"GO:0022408 negative regulation of cell-cell adhesion","bp"
"GO:0006959 humoral immune response",0.00812374114172193,2.52164359176671,0.00812374114172195,0.0338411371675761,19,0.00812374114172193,"GO:0006959 humoral immune response","bp"
"GO:0050708 regulation of protein secretion",0.00813392317677644,2.44550455209546,0.00813392317677646,0.0338411371675761,50,0.00813392317677644,"GO:0050708 regulation of protein secretion","bp"
"GO:0044772 mitotic cell cycle phase transition",0.00823637617458021,2.49323588203769,0.0082363761745802,0.0340612298675392,24,0.00823637617458021,"GO:0044772 mitotic cell cycle phase transition","bp"
"GO:0050000 chromosome localization",0.00824746693528546,2.73700759333202,0.00824746693528545,0.0340612298675392,10,0.00824746693528545,"GO:0050000 chromosome localization","bp"
"GO:0051303 establishment of chromosome localization",0.00824746693528546,2.73700759333202,0.00824746693528545,0.0340612298675392,10,0.00824746693528545,"GO:0051303 establishment of chromosome localization","bp"
"GO:0043412 macromolecule modification",0.00845102188103216,2.39777865349905,0.00845102188103217,0.0348165571382376,226,0.00845102188103216,"GO:0043412 macromolecule modification","bp"
"GO:0045576 mast cell activation",0.00847727889476918,2.68196912918967,0.00847727889476918,0.0348395486285026,10,0.00847727889476918,"GO:0045576 mast cell activation","bp"
"GO:0043085 positive regulation of catalytic activity",0.00860824793340482,2.40483967365761,0.00860824793340481,0.0352917220627424,89,0.00860824793340482,"GO:0043085 positive regulation of catalytic activity","bp"
"GO:0065009 regulation of molecular function",0.00869549864904255,2.38736451089112,0.00869549864904254,0.0355629010282444,221,0.00869549864904255,"GO:0065009 regulation of molecular function","bp"
"GO:0006302 double-strand break repair",0.00876505645854321,2.6053043632222,0.00876505645854321,0.0357605814349766,12,0.00876505645854321,"GO:0006302 double-strand break repair","bp"
"GO:0033045 regulation of sister chromatid segregation",0.0088049224803148,2.70314455422028,0.0088049224803148,0.0358364598534552,10,0.0088049224803148,"GO:0033045 regulation of sister chromatid segregation","bp"
"GO:0032956 regulation of actin cytoskeleton organization",0.00894558670560824,2.4184251690116,0.00894558670560824,0.0363212375878311,41,0.00894558670560824,"GO:0032956 regulation of actin cytoskeleton organization","bp"
"GO:0032652 regulation of interleukin-1 production",0.00927765398721508,2.58060165139163,0.00927765398721508,0.0375789590587919,12,0.00927765398721508,"GO:0032652 regulation of interleukin-1 production","bp"
"GO:0060255 regulation of macromolecule metabolic process",0.00931153302722826,2.35857895596031,0.00931153302722826,0.0375823712626913,346,0.00931153302722826,"GO:0060255 regulation of macromolecule metabolic process","bp"
"GO:0043902 positive regulation of multi-organism process",0.00932310456249551,2.47582994909494,0.00932310456249552,0.0375823712626913,18,0.00932310456249552,"GO:0043902 positive regulation of multi-organism process","bp"
"GO:0045582 positive regulation of T cell differentiation",0.00943660579048133,2.50902593500442,0.00943660579048133,0.0379187929543705,14,0.00943660579048133,"GO:0045582 positive regulation of T cell differentiation","bp"
"GO:0031401 positive regulation of protein modification process",0.00945156857022884,2.36477826286599,0.00945156857022886,0.0379187929543705,112,0.00945156857022884,"GO:0031401 positive regulation of protein modification process","bp"
"GO:0000075 cell cycle checkpoint",0.00951949383533479,2.57481114731086,0.00951949383533478,0.0380103012145477,12,0.00951949383533479,"GO:0000075 cell cycle checkpoint","bp"
"GO:0007093 mitotic cell cycle checkpoint",0.00951949383533479,2.57481114731086,0.00951949383533478,0.0380103012145477,12,0.00951949383533479,"GO:0007093 mitotic cell cycle checkpoint","bp"
"GO:0042327 positive regulation of phosphorylation",0.00963093597165884,2.35860747158223,0.00963093597165884,0.038364366695615,106,0.00963093597165884,"GO:0042327 positive regulation of phosphorylation","bp"
"GO:0050714 positive regulation of protein secretion",0.0097422456959007,2.39552454359477,0.00974224569590072,0.0387162358433791,34,0.0097422456959007,"GO:0050714 positive regulation of protein secretion","bp"
"GO:0001934 positive regulation of protein phosphorylation",0.00978443899209489,2.35329392575624,0.00978443899209489,0.0387924228274821,102,0.00978443899209489,"GO:0001934 positive regulation of protein phosphorylation","bp"
"GO:0032270 positive regulation of cellular protein metabolic process",0.00998815159103825,2.34134058122531,0.00998815159103825,0.0392543033448996,130,0.00998815159103825,"GO:0032270 positive regulation of cellular protein metabolic process","bp"
"GO:0010562 positive regulation of phosphorus metabolic process",0.0100184854383903,2.34271336734485,0.0100184854383903,0.0392543033448996,111,0.0100184854383903,"GO:0010562 positive regulation of phosphorus metabolic process","bp"
"GO:0045937 positive regulation of phosphate metabolic process",0.0100184854383903,2.34271336734485,0.0100184854383903,0.0392543033448996,111,0.0100184854383903,"GO:0045937 positive regulation of phosphate metabolic process","bp"
"GO:0009059 macromolecule biosynthetic process",0.010024157532995,2.33397884458019,0.010024157532995,0.0392543033448996,220,0.010024157532995,"GO:0009059 macromolecule biosynthetic process","bp"
"GO:0051222 positive regulation of protein transport",0.0100468938208328,2.37249604191795,0.0100468938208328,0.0392543033448996,41,0.0100468938208328,"GO:0051222 positive regulation of protein transport","bp"
"GO:1904951 positive regulation of establishment of protein localization",0.0100468938208328,2.37249604191795,0.0100468938208328,0.0392543033448996,41,0.0100468938208328,"GO:1904951 positive regulation of establishment of protein localization","bp"
"GO:0090304 nucleic acid metabolic process",0.0100640113026686,2.33311218513652,0.0100640113026686,0.0392543033448996,205,0.0100640113026686,"GO:0090304 nucleic acid metabolic process","bp"
"GO:0033628 regulation of cell adhesion mediated by integrin",0.0101095592722492,2.54713786256072,0.0101095592722492,0.0393408946275749,11,0.0101095592722492,"GO:0033628 regulation of cell adhesion mediated by integrin","bp"
"GO:0032612 interleukin-1 production",0.0102194379492247,2.49030315654751,0.0102194379492247,0.0396768501024046,14,0.0102194379492247,"GO:0032612 interleukin-1 production","bp"
"GO:0006809 nitric oxide biosynthetic process",0.0103041216543979,2.55018016961502,0.0103041216543979,0.0398321286843118,11,0.0103041216543979,"GO:0006809 nitric oxide biosynthetic process","bp"
"GO:1901564 organonitrogen compound metabolic process",0.0103255050080666,2.31885181744372,0.0103255050080666,0.0398321286843118,407,0.0103255050080666,"GO:1901564 organonitrogen compound metabolic process","bp"
"GO:1901991 negative regulation of mitotic cell cycle phase transition",0.0103523211667902,2.49033446080554,0.0103523211667902,0.0398321286843118,14,0.0103523211667902,"GO:1901991 negative regulation of mitotic cell cycle phase transition","bp"
"GO:2001251 negative regulation of chromosome organization",0.0103539895333701,2.47477056008745,0.0103539895333701,0.0398321286843118,14,0.0103539895333701,"GO:2001251 negative regulation of chromosome organization","bp"
"GO:0045621 positive regulation of lymphocyte differentiation",0.0104803157811853,2.43944344020411,0.0104803157811853,0.0402262690006772,16,0.0104803157811853,"GO:0045621 positive regulation of lymphocyte differentiation","bp"
"GO:0042130 negative regulation of T cell proliferation",0.0105155159167294,2.50313035479511,0.0105155159167294,0.0402696461811116,12,0.0105155159167294,"GO:0042130 negative regulation of T cell proliferation","bp"
"GO:0043087 regulation of GTPase activity",0.0105801348562073,2.40079327497497,0.0105801348562073,0.0404252318202025,21,0.0105801348562073,"GO:0043087 regulation of GTPase activity","bp"
"GO:0042325 regulation of phosphorylation",0.0106609638499534,2.31499119353141,0.0106609638499534,0.0406419096994831,144,0.0106609638499534,"GO:0042325 regulation of phosphorylation","bp"
"GO:0030593 neutrophil chemotaxis",0.0107478777231858,2.42594161401973,0.0107478777231858,0.0408807538680996,16,0.0107478777231858,"GO:0030593 neutrophil chemotaxis","bp"
"GO:0001914 regulation of T cell mediated cytotoxicity",0.0110202489608009,2.54572507410565,0.0110202489608009,0.0418108395400332,10,0.0110202489608009,"GO:0001914 regulation of T cell mediated cytotoxicity","bp"
"GO:0032945 negative regulation of mononuclear cell proliferation",0.0110986821427024,2.44287477296298,0.0110986821427024,0.0418108395400332,14,0.0110986821427024,"GO:0032945 negative regulation of mononuclear cell proliferation","bp"
"GO:0050672 negative regulation of lymphocyte proliferation",0.0110986821427024,2.44287477296298,0.0110986821427024,0.0418108395400332,14,0.0110986821427024,"GO:0050672 negative regulation of lymphocyte proliferation","bp"
"GO:0070664 negative regulation of leukocyte proliferation",0.0110986821427024,2.44287477296298,0.0110986821427024,0.0418108395400332,14,0.0110986821427024,"GO:0070664 negative regulation of leukocyte proliferation","bp"
"GO:0072503 cellular divalent inorganic cation homeostasis",0.011135458716663,2.31523096041372,0.011135458716663,0.0418108395400332,62,0.011135458716663,"GO:0072503 cellular divalent inorganic cation homeostasis","bp"
"GO:0080090 regulation of primary metabolic process",0.0111412860258011,2.29093370954336,0.0111412860258011,0.0418108395400332,330,0.0111412860258011,"GO:0080090 regulation of primary metabolic process","bp"
"GO:0018130 heterocycle biosynthetic process",0.0113577112170433,2.28717069776962,0.0113577112170433,0.0424340208441641,198,0.0113577112170433,"GO:0018130 heterocycle biosynthetic process","bp"
"GO:0019438 aromatic compound biosynthetic process",0.0113577112170433,2.28717069776962,0.0113577112170433,0.0424340208441641,198,0.0113577112170433,"GO:0019438 aromatic compound biosynthetic process","bp"
"GO:0007249 I-kappaB kinase/NF-kappaB signaling",0.011463241984827,2.38019709336739,0.011463241984827,0.0427270010923454,19,0.011463241984827,"GO:0007249 I-kappaB kinase/NF-kappaB signaling","bp"
"GO:0048585 negative regulation of response to stimulus",0.0114868436171112,2.28606234747584,0.0114868436171113,0.0427270010923454,146,0.0114868436171112,"GO:0048585 negative regulation of response to stimulus","bp"
"GO:0051246 regulation of protein metabolic process",0.0115450205345575,2.27999969278412,0.0115450205345575,0.0428488096932366,219,0.0115450205345575,"GO:0051246 regulation of protein metabolic process","bp"
